transaction_id,customer_id,amount,currency,timestamp,timezone,status,product_category
TXN-01338,CUST-6172,985.66,AUD,2024-01-22T05:09:30,America/New_York,pending,books
TXN-01339,CUST-6157,424.04,AUD,2024-01-22 05:09:35,Asia/Tokyo,failed,electronics
TXN-01340,CUST-7141,517.16,USD,2024-01-04T23:07:59Z,,pending,clothing
TXN-01341,CUST-1412,752.47,CAD,2024-02-22T23:19:16Z,America/New_York,completed,sports
TXN-01342,CUST-4326,354.72,AUD,2024-02-09T19:05:50,Europe/London,failed,sports
TXN-01343,CUST-3326,591.73,CAD,2024-01-10T22:13:30Z,Europe/Paris,completed,beauty
TXN-01344,CUST-6007,954.35,JPY,2024-02-19T23:22:23,,pending,books
TXN-01345,CUST-9022,881.76,CAD,01/25/24 09:18 AM,America/New_York,pending,home
TXN-01346,CUST-9420,724.56,USD,2024-03-06T15:07:33,Europe/London,pending,beauty
TXN-01347,CUST-5285,997.64,EUR,2024-03-25T13:25:00,America/New_York,failed,electronics
TXN-01348,CUST-3493,647.66,USD,01/30/24 03:13 AM,Asia/Tokyo,pending,books
TXN-01349,CUST-2117,124.09,JPY,03/04/24 01:13 PM,UTC,pending,electronics
TXN-01350,CUST-3747,670.79,JPY,2024-03-21T12:59:38Z,Europe/Paris,completed,beauty
TXN-01351,CUST-8097,605.43,CAD,2024-03-29T04:52:42Z,America/Los_Angeles,pending,sports
TXN-01352,CUST-2498,319.21,EUR,2024-01-18T02:46:36,,pending,sports
TXN-01353,CUST-9084,667.63,AUD,01-Mar-2024 03:27,Europe/London,completed,books
TXN-01354,CUST-5304,371.24,GBP,03/28/24 12:13 PM,America/Los_Angeles,failed,electronics
TXN-01355,CUST-3006,82.74,CAD,2024-03-28 12:13:04,America/New_York,pending,toys
TXN-01356,CUST-7525,693.12,USD,2024-01-10T00:34:47Z,Europe/London,failed,beauty
TXN-01357,CUST-2956,971.47,JPY,02/01/24 10:46 PM,,completed,books
TXN-01358,CUST-3167,49.42,USD,2024-03-21 14:19:38,America/New_York,pending,sports
TXN-01359,CUST-1526,201.24,CAD,2024-01-25T06:46:46Z,Asia/Tokyo,pending,books
TXN-01360,CUST-9366,363.79,AUD,19-Feb-2024 06:41,Europe/London,completed,books
TXN-01361,CUST-9460,489.84,EUR,01/29/24 03:56 PM,America/Los_Angeles,pending,toys
TXN-01362,CUST-2346,163.67,USD,2024-02-24 01:34:38,Asia/Tokyo,failed,books
TXN-01363,CUST-5574,202.54,GBP,2024-03-23T16:56:41,Asia/Tokyo,completed,toys
TXN-01364,CUST-4252,357.48,USD,2024-02-24T02:47:32,America/Los_Angeles,completed,books
TXN-01365,CUST-4349,955.95,AUD,2024-01-07T18:32:04Z,America/Los_Angeles,completed,beauty
TXN-01366,CUST-5134,895.92,EUR,2024-02-23T03:29:13,Europe/London,completed,electronics
TXN-01367,CUST-3048,359.22,JPY,01/10/24 12:14 PM,UTC,pending,books
TXN-01368,CUST-7517,203.67,JPY,2024-02-16 02:36:06,Europe/London,failed,home
TXN-01369,CUST-9678,720.17,CAD,2024-03-26 16:26:55,Europe/Paris,completed,home
TXN-01370,CUST-2000,775.94,AUD,2024-03-02T18:15:29Z,America/New_York,failed,home
TXN-01371,CUST-6066,859.59,GBP,2024-03-05T16:21:21,America/Los_Angeles,completed,books
TXN-01372,CUST-4512,489.22,AUD,2024-03-11 11:59:46,America/Los_Angeles,failed,sports
TXN-01373,CUST-8296,651.2,AUD,2024-02-28 13:55:45,America/New_York,pending,toys
TXN-01374,CUST-1219,121.73,USD,2024-01-19T08:33:15,America/Los_Angeles,failed,clothing
TXN-01375,CUST-5852,943.08,AUD,2024-01-09 23:00:40,Europe/Paris,pending,toys
TXN-01376,CUST-6491,596.36,GBP,30-Jan-2024 06:11,Europe/Paris,completed,sports
TXN-01377,CUST-4627,560.49,JPY,01/14/24 12:53 AM,Europe/London,pending,home
TXN-01378,CUST-3883,371.47,CAD,23-Mar-2024 16:27,America/Los_Angeles,pending,beauty
TXN-01379,CUST-1454,94.02,JPY,23-Mar-2024 00:45,Australia/Sydney,failed,clothing
TXN-01380,CUST-1639,341.93,GBP,2024-01-26 14:59:38,America/Los_Angeles,failed,clothing
TXN-01381,CUST-4889,40.96,AUD,10-Mar-2024 16:45,Europe/London,failed,sports
TXN-01382,CUST-7609,783.47,GBP,28-Mar-2024 21:37,,failed,beauty
TXN-01383,CUST-6823,830.72,CAD,2024-01-08T08:37:07,UTC,pending,electronics
TXN-01384,CUST-5397,813.69,USD,2024-03-19 01:47:18,Asia/Tokyo,failed,sports
TXN-01385,CUST-2409,875.05,JPY,2024-03-26T11:52:50,Europe/Paris,pending,clothing
TXN-01386,CUST-2628,853.7,USD,2024-01-29 23:50:33,,completed,home
TXN-01387,CUST-4435,220.74,AUD,10-Mar-2024 01:23,,failed,clothing
TXN-01388,CUST-9572,976.55,JPY,2024-02-19T07:45:25,,failed,books
TXN-01389,CUST-7072,599.94,CAD,2024-02-24T09:25:24,,pending,sports
TXN-01390,CUST-7829,616.59,GBP,2024-01-30T23:10:27,America/New_York,pending,sports
TXN-01391,CUST-3494,950.17,EUR,2024-01-28T19:36:37,Australia/Sydney,pending,electronics
TXN-01392,CUST-8929,607.03,GBP,22-Feb-2024 18:58,Asia/Tokyo,completed,sports
TXN-01393,CUST-9789,755.6,GBP,2024-02-24 23:10:18,Europe/Paris,completed,toys
TXN-01394,CUST-3594,848.05,GBP,2024-01-12T15:34:46,Europe/Paris,pending,home
TXN-01395,CUST-3128,964.39,AUD,2024-01-30T20:32:27,UTC,completed,beauty
TXN-01396,CUST-5159,880.24,EUR,14-Mar-2024 08:55,America/Los_Angeles,pending,sports
TXN-01397,CUST-1373,533.03,GBP,2024-01-13T10:43:32Z,America/New_York,pending,books
TXN-01398,CUST-8587,68.5,AUD,01/29/24 07:27 PM,America/Los_Angeles,pending,beauty
TXN-01399,CUST-9086,257.27,GBP,2024-02-11T09:19:20Z,America/New_York,failed,sports
TXN-01400,CUST-1956,880.11,AUD,2024-01-29 06:32:44,Europe/London,failed,toys
TXN-01401,CUST-9406,98.04,JPY,2024-01-20 19:50:10,America/Los_Angeles,pending,electronics
TXN-01402,CUST-2716,307.59,USD,03/28/24 03:09 AM,Australia/Sydney,completed,books
TXN-01403,CUST-3364,162.71,CAD,2024-01-03T05:02:13,Europe/Paris,pending,beauty
TXN-01404,CUST-5139,904.12,GBP,2024-02-22T13:57:12,Australia/Sydney,completed,beauty
TXN-01405,CUST-3499,354.82,JPY,2024-02-19 09:10:12,,completed,toys
TXN-01406,CUST-4825,827.06,CAD,2024-02-12 04:07:46,UTC,pending,sports
TXN-01407,CUST-5830,344.82,CAD,2024-01-23T05:42:18,UTC,completed,beauty
TXN-01408,CUST-2616,493.01,AUD,06-Feb-2024 11:05,,completed,electronics
TXN-01409,CUST-1196,22.39,USD,25-Jan-2024 11:10,America/Los_Angeles,completed,beauty
TXN-01410,CUST-1528,12.31,AUD,25-Feb-2024 04:29,Asia/Tokyo,completed,sports
TXN-01411,CUST-1059,773.95,USD,2024-03-15T14:29:58,UTC,failed,electronics
TXN-01412,CUST-4553,797.59,EUR,2024-03-15 14:30:03,America/New_York,pending,books
TXN-01413,CUST-1172,835.25,EUR,02/26/24 11:55 AM,Europe/London,pending,clothing
TXN-01414,CUST-8997,878.5,GBP,02/15/24 11:49 PM,Asia/Tokyo,failed,home
TXN-01415,CUST-2039,529.79,EUR,16-Feb-2024 19:30,Asia/Tokyo,completed,toys
TXN-01416,CUST-8951,281.72,GBP,03/24/24 01:47 AM,UTC,pending,home
TXN-01417,CUST-9246,780.24,CAD,2024-03-07T15:54:53Z,Australia/Sydney,pending,home
TXN-01418,CUST-6146,166.36,EUR,16-Feb-2024 18:42,Australia/Sydney,completed,sports
TXN-01419,CUST-8731,8.96,AUD,2024-02-03T11:55:44,America/Los_Angeles,pending,sports
TXN-01420,CUST-8786,544.24,CAD,2024-03-18 09:14:33,UTC,completed,books
TXN-01421,CUST-6798,510.97,GBP,2024-01-26T17:15:57Z,UTC,pending,beauty
TXN-01422,CUST-9964,689.61,AUD,08-Feb-2024 22:20,UTC,completed,beauty
TXN-01423,CUST-2706,422.21,JPY,18-Feb-2024 15:08,,pending,beauty
TXN-01424,CUST-8608,227.08,CAD,01/31/24 02:48 AM,Europe/Paris,completed,home
TXN-01425,CUST-3245,986.33,EUR,02/08/24 05:20 PM,America/New_York,completed,toys
TXN-01426,CUST-8146,912.66,USD,2024-03-03T23:03:33Z,,pending,home
TXN-01427,CUST-4945,869.87,JPY,01/11/24 03:03 PM,Europe/Paris,completed,sports
TXN-01428,CUST-3901,672.33,JPY,18-Feb-2024 10:45,America/Los_Angeles,completed,toys
TXN-01429,CUST-5487,238.99,EUR,02/19/24 10:11 AM,Australia/Sydney,pending,electronics
TXN-01430,CUST-5469,128.91,EUR,2024-03-15T07:16:10Z,,completed,books
TXN-01431,CUST-5323,523.95,JPY,2024-02-26 15:22:22,Asia/Tokyo,completed,beauty
TXN-01432,CUST-9500,119.37,AUD,02/13/24 02:42 AM,America/New_York,failed,home
TXN-01433,CUST-5979,546.4,JPY,2024-02-06T21:38:33,,completed,toys
TXN-01434,CUST-3966,914.94,AUD,2024-02-06T08:26:14Z,America/New_York,failed,sports
TXN-01435,CUST-1618,436.71,CAD,2024-03-05 17:45:58,Asia/Tokyo,failed,books
TXN-01436,CUST-4672,886.63,USD,2024-03-05 17:45:59,America/New_York,completed,toys
TXN-01437,CUST-6206,147.05,AUD,2024-01-30T20:56:25,America/Los_Angeles,pending,beauty
TXN-01438,CUST-2103,366.21,AUD,2024-01-05 00:55:21,America/Los_Angeles,completed,electronics
TXN-01439,CUST-1153,654.79,JPY,14-Feb-2024 16:37,Australia/Sydney,failed,clothing
TXN-01440,CUST-2753,577.58,AUD,2024-01-09T14:55:26,,failed,sports
TXN-01441,CUST-5856,508.52,CAD,2024-01-20 06:18:28,Europe/London,completed,beauty
TXN-01442,CUST-4844,288.64,EUR,2024-01-20 06:18:32,,pending,toys
TXN-01443,CUST-5142,805.98,CAD,2024-02-17T01:02:58Z,Europe/London,failed,books
TXN-01444,CUST-5805,38.18,USD,07-Mar-2024 02:24,Australia/Sydney,failed,books
TXN-01445,CUST-7618,277.65,USD,02/18/24 07:22 AM,Australia/Sydney,failed,books
TXN-01446,CUST-4334,724.69,EUR,2024-01-02T03:06:46Z,Europe/Paris,pending,home
TXN-01447,CUST-1454,373.64,GBP,2024-02-26 17:23:58,Asia/Tokyo,pending,electronics
TXN-01448,CUST-1455,815.46,EUR,2024-01-04 16:27:03,Australia/Sydney,completed,toys
TXN-01449,CUST-8823,288.2,AUD,02/18/24 11:24 AM,UTC,failed,clothing
TXN-01450,CUST-9112,805.44,EUR,2024-02-04T06:55:58,America/New_York,completed,beauty
TXN-01451,CUST-8872,887.61,GBP,2024-01-21T02:46:36,Europe/Paris,pending,toys
TXN-01452,CUST-7841,238.21,GBP,03/08/24 08:52 PM,America/New_York,pending,clothing
TXN-01453,CUST-4704,116.96,GBP,2024-03-19T13:40:57Z,,pending,books
TXN-01454,CUST-4592,18.45,CAD,2024-02-28T06:25:50Z,Asia/Tokyo,completed,electronics
TXN-01455,CUST-3135,176.39,GBP,2024-01-07T15:55:57,America/Los_Angeles,pending,books
TXN-01456,CUST-9194,278.86,GBP,03/08/24 11:18 AM,Australia/Sydney,pending,books
TXN-01457,CUST-4351,321.3,USD,01/21/24 11:21 AM,UTC,failed,sports
TXN-01458,CUST-1398,793.41,EUR,2024-01-28T19:43:20Z,America/Los_Angeles,completed,electronics
TXN-01459,CUST-5933,578.98,JPY,28-Jan-2024 13:12,America/New_York,failed,sports
TXN-01460,CUST-4102,755.82,EUR,2024-03-26T16:33:28,Asia/Tokyo,completed,sports
TXN-01461,CUST-4129,686.27,JPY,25-Mar-2024 17:55,Europe/London,completed,clothing
TXN-01462,CUST-4872,875.29,JPY,2024-01-07T04:48:17,Asia/Tokyo,failed,books
TXN-01463,CUST-1065,671.79,AUD,2024-03-03 23:13:02,Asia/Tokyo,failed,toys
TXN-01464,CUST-2963,166.08,EUR,07-Mar-2024 02:59,Europe/Paris,completed,electronics
TXN-01465,CUST-5817,731.68,EUR,2024-01-17 09:29:26,America/Los_Angeles,failed,books
TXN-01466,CUST-8088,411.65,USD,2024-03-04 23:25:03,,pending,sports
TXN-01467,CUST-1143,105.68,JPY,2024-02-07T23:44:51,Australia/Sydney,completed,sports
TXN-01468,CUST-3265,812.71,GBP,2024-01-16T20:42:28,America/New_York,pending,home
TXN-01469,CUST-2358,283.21,EUR,2024-02-05 16:09:48,Australia/Sydney,completed,home
TXN-01470,CUST-2355,764.77,CAD,2024-02-05 16:09:51,America/Los_Angeles,failed,clothing
TXN-01471,CUST-2243,802.25,AUD,16-Mar-2024 12:38,America/Los_Angeles,pending,clothing
TXN-01472,CUST-8314,960.43,CAD,2024-03-18T12:12:09Z,America/New_York,pending,toys
TXN-01473,CUST-2935,591.15,GBP,2024-02-10 18:58:56,America/Los_Angeles,pending,home
TXN-01474,CUST-1005,470.72,JPY,26-Feb-2024 20:14,Australia/Sydney,pending,beauty
TXN-01475,CUST-2108,884.87,USD,2024-02-09 07:38:36,,completed,sports
TXN-01476,CUST-5405,530.49,EUR,2024-03-12 00:57:32,America/New_York,pending,electronics
TXN-01477,CUST-7282,847.6,USD,2024-03-24T05:58:12Z,Asia/Tokyo,failed,sports
TXN-01478,CUST-1079,851.7,EUR,2024-01-03 01:38:48,UTC,pending,sports
TXN-01479,CUST-3279,602.58,JPY,2024-01-08T14:07:38Z,UTC,failed,books
TXN-01480,CUST-3983,754.75,JPY,04-Jan-2024 06:48,Australia/Sydney,pending,toys
TXN-01481,CUST-6498,532.1,USD,10-Mar-2024 10:35,,failed,home
TXN-01482,CUST-3037,977.9,JPY,02/16/24 06:24 PM,Asia/Tokyo,pending,sports
TXN-01483,CUST-1987,265.29,JPY,2024-02-09 08:12:14,Asia/Tokyo,failed,toys
TXN-01484,CUST-3241,298.6,GBP,2024-02-04T21:03:14Z,Europe/London,completed,books
TXN-01485,CUST-3840,554.51,GBP,2024-01-23T09:39:07Z,,failed,home
TXN-01486,CUST-9541,680.97,CAD,2024-03-04T06:54:45,UTC,pending,beauty
TXN-01487,CUST-6437,804.62,USD,2024-03-02T21:47:31Z,Asia/Tokyo,completed,clothing
TXN-01488,CUST-6139,560.25,JPY,2024-01-20 16:06:34,Europe/London,failed,home
TXN-01489,CUST-8345,959.77,CAD,27-Jan-2024 17:22,Europe/Paris,pending,books
TXN-01490,CUST-1743,390.75,AUD,2024-01-26T12:26:45,Europe/Paris,completed,toys
TXN-01491,CUST-3083,855.73,EUR,03/24/24 06:48 PM,,completed,beauty
TXN-01492,CUST-6878,354.29,JPY,03/23/24 07:16 AM,Europe/Paris,failed,home
TXN-01493,CUST-5752,128.96,CAD,2024-02-08T02:49:44,,completed,home
TXN-01494,CUST-4017,917.6,JPY,2024-01-20T03:32:06Z,Europe/Paris,completed,electronics
TXN-01495,CUST-6274,155.99,AUD,05-Mar-2024 17:41,America/New_York,pending,electronics
TXN-01496,CUST-3759,819.3,JPY,2024-03-16 21:52:48,,pending,clothing
TXN-01497,CUST-3375,817.53,USD,2024-01-16 18:57:10,Europe/London,failed,beauty
TXN-01498,CUST-2494,548.89,USD,2024-03-19T22:34:27Z,Europe/London,completed,beauty
TXN-01499,CUST-9704,108.93,CAD,02/04/24 12:52 AM,Europe/London,completed,toys
TXN-01500,CUST-8198,776.59,USD,2024-03-21T01:34:04,Europe/London,completed,sports
TXN-01501,CUST-1806,315.95,AUD,2024-02-27T13:21:13Z,Europe/London,failed,home
TXN-01502,CUST-4002,422.88,CAD,19-Feb-2024 15:28,Australia/Sydney,completed,books
TXN-01503,CUST-1175,142.82,JPY,02/17/24 07:57 PM,Asia/Tokyo,pending,electronics
TXN-01504,CUST-5347,585.73,CAD,2024-02-14T14:38:22,America/Los_Angeles,pending,sports
TXN-01505,CUST-3241,633.49,AUD,15-Mar-2024 12:29,,failed,sports
TXN-01506,CUST-7039,983.96,CAD,01/18/24 06:19 AM,Europe/London,completed,beauty
TXN-01507,CUST-7626,337.37,USD,2024-03-27T00:41:27Z,Australia/Sydney,completed,home
TXN-01508,CUST-4785,336.47,EUR,02/17/24 05:05 PM,Asia/Tokyo,completed,toys
TXN-01509,CUST-9742,945.68,USD,2024-02-07T06:35:50Z,America/Los_Angeles,completed,electronics
TXN-01510,CUST-5488,823.36,CAD,2024-03-13T13:39:36,Europe/London,failed,sports
TXN-01511,CUST-6108,439.28,EUR,03/08/24 10:06 PM,America/New_York,pending,sports
TXN-01512,CUST-7139,72.49,AUD,07-Feb-2024 12:10,America/New_York,failed,electronics
TXN-01513,CUST-9917,20.56,EUR,03/26/24 02:56 PM,America/Los_Angeles,failed,home
TXN-01514,CUST-9548,543.5,GBP,07-Jan-2024 22:44,Asia/Tokyo,failed,books
TXN-01515,CUST-8512,299.61,EUR,03/14/24 03:32 AM,America/New_York,failed,home
TXN-01516,CUST-2580,920.96,GBP,2024-01-04T20:18:17Z,America/Los_Angeles,failed,electronics
TXN-01517,CUST-3990,572.16,USD,02/17/24 07:19 PM,America/Los_Angeles,completed,electronics
TXN-01518,CUST-2322,697.25,AUD,29-Jan-2024 00:17,UTC,failed,books
TXN-01519,CUST-3978,475.98,GBP,2024-03-30T08:29:57Z,Europe/Paris,failed,home
TXN-01520,CUST-4549,845.8,USD,2024-03-23 04:23:21,Europe/Paris,pending,electronics
TXN-01521,CUST-9070,758.37,EUR,01/20/24 04:31 AM,Asia/Tokyo,failed,books
TXN-01522,CUST-9941,321.03,CAD,2024-03-29 12:44:31,Asia/Tokyo,pending,clothing
TXN-01523,CUST-7541,970.52,JPY,2024-01-06T09:49:08,Europe/Paris,completed,home
TXN-01524,CUST-6595,223.81,USD,28-Feb-2024 03:11,Asia/Tokyo,failed,beauty
TXN-01525,CUST-7239,536.69,CAD,2024-02-05 18:54:57,UTC,pending,clothing
TXN-01526,CUST-9021,812.05,AUD,2024-02-12T08:55:27,America/New_York,pending,beauty
TXN-01527,CUST-8691,163.23,JPY,2024-02-06T18:37:45,America/Los_Angeles,failed,electronics
TXN-01528,CUST-4008,439.09,CAD,2024-01-06T11:12:44,Asia/Tokyo,completed,beauty
TXN-01529,CUST-4806,357.85,JPY,2024-02-07T01:44:05,Asia/Tokyo,failed,home
TXN-01530,CUST-1276,988.65,EUR,2024-01-02T06:39:28,,completed,beauty
TXN-01531,CUST-9046,312.7,EUR,2024-03-08T03:45:32Z,Europe/London,completed,electronics
TXN-01532,CUST-4575,262.78,USD,2024-01-11T09:22:53,Asia/Tokyo,pending,toys
TXN-01533,CUST-7036,606.49,CAD,21-Mar-2024 14:12,Australia/Sydney,failed,home
TXN-01534,CUST-9110,279.12,CAD,07-Feb-2024 08:43,America/Los_Angeles,pending,home
TXN-01535,CUST-6212,657.1,EUR,2024-03-07 14:49:24,Europe/Paris,completed,home
TXN-01536,CUST-4630,213.73,CAD,15-Feb-2024 16:37,,completed,home
TXN-01537,CUST-6916,282.16,USD,2024-01-05T15:15:21Z,UTC,completed,toys
TXN-01538,CUST-1136,193.56,USD,2024-01-04 21:39:49,Australia/Sydney,pending,beauty
TXN-01539,CUST-5908,469.23,USD,02/23/24 09:58 AM,UTC,completed,beauty
TXN-01540,CUST-7094,54.47,JPY,05-Feb-2024 15:57,Europe/London,completed,books
TXN-01541,CUST-2353,357.01,JPY,02/22/24 05:12 PM,,completed,home
TXN-01542,CUST-9434,655.9,JPY,2024-01-16 11:34:24,Europe/London,completed,electronics
TXN-01543,CUST-5605,513.93,EUR,2024-03-26T11:26:29Z,Europe/London,pending,sports
TXN-01544,CUST-8334,962.65,CAD,13-Feb-2024 19:34,America/New_York,failed,home
TXN-01545,CUST-2571,914.4,JPY,2024-02-05T06:47:48Z,UTC,completed,clothing
TXN-01546,CUST-3842,521.52,AUD,22-Feb-2024 03:51,UTC,failed,electronics
TXN-01547,CUST-3286,930.16,GBP,18-Jan-2024 06:50,Europe/Paris,failed,beauty
TXN-01548,CUST-5421,363.53,EUR,2024-03-10 04:41:28,Australia/Sydney,completed,clothing
TXN-01549,CUST-7774,504.32,USD,2024-02-27T14:49:20,America/Los_Angeles,failed,home
TXN-01550,CUST-9762,840.49,CAD,11-Mar-2024 15:00,Australia/Sydney,failed,books
TXN-01551,CUST-7305,569.17,GBP,2024-03-01 10:44:37,Australia/Sydney,pending,home
TXN-01552,CUST-8860,603.76,AUD,2024-01-27 21:15:21,Europe/London,failed,toys
TXN-01553,CUST-1254,273.28,AUD,02/13/24 02:23 AM,Europe/Paris,failed,home
TXN-01554,CUST-9083,108.09,JPY,2024-02-12 17:48:44,America/Los_Angeles,failed,sports
TXN-01555,CUST-4038,731.77,GBP,2024-03-15T05:48:36Z,,pending,sports
TXN-01556,CUST-7611,854.44,USD,2024-03-25 05:11:52,UTC,failed,beauty
TXN-01557,CUST-3019,875.05,AUD,2024-01-08 19:10:20,Asia/Tokyo,pending,sports
TXN-01558,CUST-7475,332.04,EUR,2024-01-15T17:34:07Z,America/Los_Angeles,completed,toys
TXN-01559,CUST-8065,497.75,CAD,08-Mar-2024 22:05,Australia/Sydney,completed,electronics
TXN-01560,CUST-7431,279.81,GBP,13-Jan-2024 23:08,Europe/Paris,pending,beauty
TXN-01561,CUST-8240,536.52,USD,01/12/24 08:28 PM,UTC,failed,beauty
TXN-01562,CUST-6807,427.98,EUR,2024-01-23T17:53:57,America/New_York,completed,beauty
TXN-01563,CUST-1691,608.45,JPY,2024-03-15T13:08:52Z,America/Los_Angeles,failed,beauty
TXN-01564,CUST-5686,99.46,EUR,2024-03-04T05:17:02Z,Europe/London,pending,home
TXN-01565,CUST-7201,555.12,GBP,2024-02-19T14:39:12Z,Europe/London,completed,sports
TXN-01566,CUST-4070,894.93,USD,2024-02-14T00:43:03,UTC,completed,electronics
TXN-01567,CUST-1498,823.99,CAD,03/08/24 11:50 PM,UTC,failed,beauty
TXN-01568,CUST-7489,572.88,JPY,2024-02-28T22:50:47,Australia/Sydney,failed,electronics
TXN-01569,CUST-1298,779.98,AUD,01/11/24 09:54 AM,,completed,sports
TXN-01570,CUST-6955,453.9,AUD,06-Mar-2024 15:39,America/Los_Angeles,failed,home
TXN-01571,CUST-9651,764.4,GBP,2024-01-19T11:01:05Z,Europe/Paris,failed,toys
TXN-01572,CUST-8495,820.54,GBP,23-Mar-2024 20:52,Australia/Sydney,pending,books
TXN-01573,CUST-2827,631.65,AUD,04-Feb-2024 18:51,America/Los_Angeles,failed,books
TXN-01574,CUST-8580,69.82,EUR,26-Mar-2024 09:02,UTC,failed,electronics
TXN-01575,CUST-3787,118.15,AUD,2024-02-05T12:16:02,America/New_York,pending,beauty
TXN-01576,CUST-7478,607.72,JPY,03/08/24 09:15 PM,Europe/Paris,pending,electronics
TXN-01577,CUST-7228,558.68,CAD,05-Feb-2024 12:27,America/New_York,pending,electronics
TXN-01578,CUST-1249,473.01,GBP,2024-01-25 17:35:42,Europe/London,completed,books
TXN-01579,CUST-1988,591.19,USD,2024-03-09 18:17:08,Asia/Tokyo,failed,electronics
TXN-01580,CUST-9333,994.71,JPY,26-Jan-2024 20:09,UTC,completed,home
TXN-01581,CUST-1391,511.01,AUD,2024-01-21 11:52:34,UTC,failed,sports
TXN-01582,CUST-1561,260.11,EUR,2024-01-01T05:55:40,Europe/London,pending,home
TXN-01583,CUST-7522,967.73,JPY,03/28/24 03:07 AM,America/New_York,completed,beauty
TXN-01584,CUST-6039,599.11,JPY,01/15/24 02:11 AM,Europe/Paris,pending,electronics
TXN-01585,CUST-5810,505.91,JPY,05-Jan-2024 13:36,UTC,completed,sports
TXN-01586,CUST-3291,785.87,AUD,2024-03-19T19:05:21,,failed,books
TXN-01587,CUST-3819,220.35,USD,2024-02-03T18:46:55,Europe/London,pending,beauty
TXN-01588,CUST-9493,790.79,GBP,2024-03-02 00:42:49,UTC,failed,books
TXN-01589,CUST-8323,907.36,USD,2024-02-01 15:15:21,UTC,completed,books
TXN-01590,CUST-2793,53.35,EUR,2024-03-30T00:24:25Z,America/Los_Angeles,failed,sports
TXN-01591,CUST-5076,345.72,USD,03/07/24 04:38 AM,Asia/Tokyo,completed,clothing
TXN-01592,CUST-4504,402.89,AUD,2024-03-07 04:38:05,America/Los_Angeles,completed,toys
TXN-01593,CUST-4119,537.41,USD,2024-02-16T13:43:51Z,Asia/Tokyo,failed,sports
TXN-01594,CUST-2027,475.51,JPY,08-Jan-2024 23:59,UTC,failed,sports
TXN-01595,CUST-8262,284.12,GBP,2024-01-18 00:21:43,Asia/Tokyo,failed,home
TXN-01596,CUST-8519,757.15,JPY,2024-03-02 01:00:38,,completed,clothing
TXN-01597,CUST-9978,532.39,AUD,2024-01-18T10:38:59Z,UTC,completed,electronics
TXN-01598,CUST-7643,328.52,JPY,2024-03-05 01:49:11,,pending,sports
TXN-01599,CUST-7077,401.61,CAD,2024-03-09T16:02:51,Australia/Sydney,pending,electronics
TXN-01600,CUST-4954,883.44,EUR,2024-03-27T06:02:41,Europe/Paris,completed,clothing
TXN-01601,CUST-7776,493.58,CAD,2024-02-25T03:05:59Z,Europe/Paris,failed,beauty
TXN-01602,CUST-5835,544.96,CAD,2024-01-18 06:15:06,Europe/London,pending,beauty
TXN-01603,CUST-9179,288.85,CAD,2024-01-17 03:38:54,Europe/Paris,completed,toys
TXN-01604,CUST-3574,697.87,USD,22-Mar-2024 03:39,America/New_York,pending,clothing
TXN-01605,CUST-3269,394.39,GBP,27-Feb-2024 18:12,,pending,electronics
TXN-01606,CUST-7794,246.97,GBP,30-Mar-2024 00:19,Europe/Paris,completed,home
TXN-01607,CUST-4276,922.15,USD,30-Mar-2024 08:14,America/Los_Angeles,pending,books
TXN-01608,CUST-2240,720.84,AUD,2024-03-26T02:36:26Z,America/New_York,completed,clothing
TXN-01609,CUST-8568,828.16,CAD,28-Feb-2024 19:00,,pending,sports
TXN-01610,CUST-6052,13.04,AUD,2024-01-30 19:44:22,Australia/Sydney,pending,toys
TXN-01611,CUST-7501,415.42,AUD,2024-02-06T22:14:26,America/New_York,completed,beauty
TXN-01612,CUST-2555,870.83,CAD,2024-03-07T18:59:37,America/Los_Angeles,completed,toys
TXN-01613,CUST-6334,421.86,JPY,2024-01-23T00:56:51,America/New_York,completed,clothing
TXN-01614,CUST-3653,594.3,USD,2024-01-07 18:14:43,Europe/Paris,completed,beauty
TXN-01615,CUST-1630,998.15,USD,01/26/24 09:50 PM,Europe/Paris,pending,beauty
TXN-01616,CUST-1295,868.68,AUD,05-Jan-2024 18:21,Australia/Sydney,completed,toys
TXN-01617,CUST-3542,878.89,GBP,2024-02-26T21:08:06Z,Asia/Tokyo,pending,toys
TXN-01618,CUST-7224,843.59,JPY,20-Jan-2024 07:10,Europe/Paris,completed,beauty
TXN-01619,CUST-9427,767.18,JPY,2024-01-19T17:52:41,,failed,sports
TXN-01620,CUST-3916,92.1,GBP,01/07/24 05:03 AM,UTC,pending,sports
TXN-01621,CUST-4135,710.57,JPY,2024-01-04T17:35:35Z,America/Los_Angeles,failed,home
TXN-01622,CUST-3514,196.34,GBP,19-Feb-2024 17:49,UTC,pending,sports
TXN-01623,CUST-7898,386.1,CAD,2024-02-07T06:11:23,,completed,electronics
TXN-01624,CUST-4156,778.84,AUD,03/01/24 04:21 PM,Europe/London,pending,beauty
TXN-01625,CUST-2691,55.57,USD,02/27/24 07:03 PM,UTC,pending,sports
TXN-01626,CUST-2285,369.38,EUR,02/18/24 03:35 AM,Europe/London,completed,electronics
TXN-01627,CUST-4004,470.98,EUR,2024-01-04T13:03:03Z,Europe/Paris,pending,beauty
